id,title,url,is_paid,price,duration,level,subject,source
3743,Technical Support Fundamentals,https://www.coursera.org/learn/technical-support-fundamentals,TRUE,50,40,Beginner,Data Science,Coursera
3744,Natural Language Processing,https://www.coursera.org/specializations/natural-language-processing,TRUE,112.5,90,Intermediate,Data Science,Coursera
3745,DeepLearning.AI TensorFlow Developer,https://www.coursera.org/professional-certificates/tensorflow-in-practice,TRUE,112.5,90,Intermediate,Business Finance,Coursera
3746,Introduction to Finance and Accounting,https://www.coursera.org/specializations/finance-accounting,TRUE,112.5,90,Beginner,Business Finance,Coursera
3747,IT Fundamentals for Cybersecurity,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,TRUE,112.5,90,Beginner,Web Development,Coursera
3748,Foundations of Digital Marketing and E-commerce,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,TRUE,6.25,5,Beginner,Business Finance,Coursera
3749,Machine Learning Engineering for Production (MLOps),https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,TRUE,112.5,90,Advanced,Data Science,Coursera
3750,Meta Back-End Developer,https://www.coursera.org/professional-certificates/meta-back-end-developer,TRUE,112.5,90,Beginner,Web Development,Coursera
3751,Intuit Academy Bookkeeping,https://www.coursera.org/professional-certificates/intuit-bookkeeping,TRUE,112.5,90,Beginner,Business Finance,Coursera
3752,Meta iOS Developer,https://www.coursera.org/professional-certificates/meta-ios-developer,TRUE,112.5,90,Beginner,Web Development,Coursera
3753,Meta Android Developer,https://www.coursera.org/professional-certificates/meta-android-developer,TRUE,112.5,90,Beginner,Web Development,Coursera
3754,Prompt Engineering for ChatGPT,https://www.coursera.org/learn/prompt-engineering,TRUE,50,40,Beginner,Data Science,Coursera
3755,Play It Safe: Manage Security Risks,https://www.coursera.org/learn/manage-security-risks,TRUE,6.25,5,Beginner,Business Finance,Coursera
3756,AI For Business,https://www.coursera.org/specializations/ai-for-business-wharton,TRUE,112.5,90,Beginner,Business Finance,Coursera
3757,Business and Financial Modeling,https://www.coursera.org/specializations/wharton-business-financial-modeling,TRUE,112.5,90,Beginner,Business Finance,Coursera
3758,Foundations of User Experience (UX) Design,https://www.coursera.org/learn/foundations-user-experience-design,TRUE,6.25,5,Beginner,Web Development,Coursera
3759,Google Business Intelligence,https://www.coursera.org/professional-certificates/google-business-intelligence,TRUE,112.5,90,Advanced,Business Finance,Coursera
3760,Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer,TRUE,112.5,90,Beginner,Data Science,Coursera
3761,Project Initiation: Starting a Successful Project,https://www.coursera.org/learn/project-initiation-google,TRUE,6.25,5,Beginner,Business Finance,Coursera
3762,Ask Questions to Make Data-Driven Decisions,https://www.coursera.org/learn/ask-questions-make-decisions,TRUE,6.25,5,Beginner,Data Science,Coursera
3763,Microsoft 365 Fundamentals,https://www.coursera.org/specializations/microsoft-365-fundamentals,TRUE,112.5,90,Beginner,Data Science,Coursera
3764,Microsoft Cybersecurity Analyst,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,TRUE,112.5,90,Beginner,Data Science,Coursera
3765,Advanced Learning Algorithms,https://www.coursera.org/learn/advanced-learning-algorithms,TRUE,6.25,5,Beginner,Data Science,Coursera
3766,Become a CBRS Certified Professional Installer by Google,https://www.coursera.org/learn/google-cbrs-cpi-training,TRUE,50,40,All Levels,Data Science,Coursera
3767,Financial Markets,https://www.coursera.org/learn/financial-markets-global,TRUE,50,40,Beginner,Data Science,Coursera
3768,HRCI Human Resource Associate,https://www.coursera.org/professional-certificates/hrci-human-resource-associate,TRUE,112.5,90,Beginner,Business Finance,Coursera
3769,Excel Skills for Business,https://www.coursera.org/specializations/excel,TRUE,112.5,90,Beginner,Business Finance,Coursera
3770,The Bits and Bytes of Computer Networking,https://www.coursera.org/learn/computer-networking,TRUE,50,40,Beginner,Business Finance,Coursera
3771,IBM Machine Learning,https://www.coursera.org/professional-certificates/ibm-machine-learning,TRUE,112.5,90,Intermediate,Data Science,Coursera
3772,Indigenous Canada,https://www.coursera.org/learn/indigenous-canada,TRUE,50,40,All Levels,Data Science,Coursera
3773,Connect and Protect: Networks and Network Security,https://www.coursera.org/learn/networks-and-network-security,TRUE,6.25,5,Beginner,Web Development,Coursera
3774,Preparing for Google Cloud Certification: Cloud Architect,https://www.coursera.org/professional-certificates/gcp-cloud-architect,TRUE,112.5,90,Intermediate,Data Science,Coursera
3775,Neural Networks and Deep Learning,https://www.coursera.org/learn/neural-networks-deep-learning,TRUE,6.25,5,Intermediate,Data Science,Coursera
3776,Business Analytics,https://www.coursera.org/specializations/analytics,TRUE,112.5,90,Beginner,Business Finance,Coursera
3777,Preparing for Google Cloud Certification: Cloud Engineer,https://www.coursera.org/professional-certificates/cloud-engineering-gcp,TRUE,112.5,90,Intermediate,Data Science,Coursera
3778,IBM Introduction to Machine Learning,https://www.coursera.org/specializations/ibm-intro-machine-learning,TRUE,112.5,90,Intermediate,Data Science,Coursera
3779,Modern Project Management,https://www.coursera.org/specializations/skillup-edtech-modern-project-management,TRUE,112.5,90,Beginner,Business Finance,Coursera
3780,Preparing for Google Cloud Certification: Machine Learning Engineer,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,TRUE,112.5,90,Intermediate,Data Science,Coursera
3781,Architecting with Google Compute Engine,https://www.coursera.org/specializations/gcp-architecture,TRUE,112.5,90,Intermediate,Data Science,Coursera
3782,SAP Technology Consultant,https://www.coursera.org/professional-certificates/sap-technology-consultant,TRUE,112.5,90,Beginner,Data Science,Coursera
3783,"JavaScript Programming with React, Node & MongoDB",,TRUE,112.5,90,Beginner,Web Development,Coursera
3784,Digital Product Management,https://www.coursera.org/specializations/uva-darden-digital-product-management,TRUE,112.5,90,Beginner,Business Finance,Coursera
3785,Graphic Design,https://www.coursera.org/specializations/graphic-design,TRUE,112.5,90,Beginner,Graphic Design,Coursera
3786,"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai,TRUE,50,40,Beginner,Data Science,Coursera
3787,AWS Cloud Solutions Architect,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect,TRUE,112.5,90,Intermediate,Data Science,Coursera
3788,Preparing for Google Cloud Certification: Cloud Security Engineer,https://www.coursera.org/professional-certificates/google-cloud-security,TRUE,112.5,90,Intermediate,Data Science,Coursera
3789,AWS Cloud Technology Consultant,https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant,TRUE,112.5,90,Beginner,Data Science,Coursera
3790,Preparing for Google Cloud Certification: Cloud Data Engineer,https://www.coursera.org/professional-certificates/gcp-data-engineering,TRUE,112.5,90,Intermediate,Data Science,Coursera
3791,Data Analysis and Presentation Skills: the PwC Approach,https://www.coursera.org/specializations/pwc-analytics,TRUE,112.5,90,Beginner,Data Science,Coursera
3792,AWS Fundamentals,https://www.coursera.org/specializations/aws-fundamentals,TRUE,50,40,Beginner,Data Science,Coursera
3793,Learn SQL Basics for Data Science,https://www.coursera.org/specializations/learn-sql-basics-data-science,TRUE,112.5,90,Beginner,Data Science,Coursera
3794,Leadership Skills,https://www.coursera.org/learn/leadershipskills,TRUE,50,40,Beginner,Business Finance,Coursera
3795,Introduction to Generative AI,https://www.coursera.org/learn/introduction-to-generative-ai,TRUE,6.25,5,Beginner,Data Science,Coursera
3796,Tools of the Trade: Linux and SQL,https://www.coursera.org/learn/linux-and-sql,TRUE,6.25,5,Beginner,Business Finance,Coursera
3797,"Data Engineering, Big Data, and Machine Learning on GCP",https://www.coursera.org/specializations/gcp-data-machine-learning,TRUE,112.5,90,Intermediate,Data Science,Coursera
3798,Construction Management,https://www.coursera.org/specializations/construction-management,TRUE,112.5,90,Beginner,Business Finance,Coursera
3799,Cybersecurity Google,https://www.coursera.org/professional-certificates/cybersecurite-google,TRUE,112.5,90,Beginner,Data Science,Coursera
3800,Ciberseguridad de Google in French,https://www.coursera.org/professional-certificates/ciberseguridad-de-google,TRUE,112.5,90,Beginner,Data Science,Coursera
3801,Preparing for Google Cloud Certification: Cloud Developer,https://www.coursera.org/professional-certificates/google-cloud-developer,TRUE,112.5,90,Intermediate,Data Science,Coursera
3802,Project Planning: Putting It All Together,https://www.coursera.org/learn/project-planning-google,TRUE,50,40,Beginner,Business Finance,Coursera
3803,Search Engine Optimization (SEO),https://www.coursera.org/specializations/seo,TRUE,112.5,90,Beginner,Web Development,Coursera
3804,Data Structures and Algorithms,https://www.coursera.org/specializations/data-structures-algorithms,TRUE,112.5,90,Intermediate,Data Science,Coursera
3805,Preparing for Google Cloud Certification: Cloud Network Engineer,https://www.coursera.org/professional-certificates/google-cloud-networking,TRUE,112.5,90,Intermediate,Data Science,Coursera
3806,Attract and Engage Customers with Digital Marketing,https://www.coursera.org/learn/attract-and-engage-customers,TRUE,6.25,5,Beginner,Business Finance,Coursera
3808,Networking in Google Cloud,https://www.coursera.org/specializations/networking-google-cloud-platform,TRUE,112.5,90,Intermediate,Web Development,Coursera
3809,Linear Algebra for Machine Learning and Data Science,https://www.coursera.org/learn/machine-learning-linear-algebra,TRUE,6.25,5,Beginner,Data Science,Coursera
3810,Developing Applications with Google Cloud,https://www.coursera.org/specializations/developing-apps-gcp,TRUE,112.5,90,Intermediate,Web Development,Coursera
3811,Security in Google Cloud,https://www.coursera.org/specializations/security-google-cloud-platform,TRUE,112.5,90,Intermediate,Data Science,Coursera
3812,ChatGPT Advanced Data Analysis,https://www.coursera.org/learn/chatgpt-advanced-data-analysis,TRUE,50,40,Beginner,Data Science,Coursera
3813,Digital Marketing,https://www.coursera.org/specializations/digital-marketing,TRUE,112.5,90,Beginner,Business Finance,Coursera
3814,What is Data Science?,https://www.coursera.org/learn/what-is-datascience,TRUE,6.25,5,Beginner,Data Science,Coursera
3816,Business Strategy,https://www.coursera.org/specializations/business-strategy,TRUE,112.5,90,Beginner,Business Finance,Coursera
3817,"HTML, CSS, and Javascript for Web Developers",https://www.coursera.org/learn/html-css-javascript-for-web-developers,TRUE,50,40,All Levels,Web Development,Coursera
3818,Applied Data Science with Python,https://www.coursera.org/specializations/data-science-python,TRUE,112.5,90,Intermediate,Data Science,Coursera
3821,Introduction to Data Analytics,https://www.coursera.org/learn/introduction-to-data-analytics,TRUE,50,40,Beginner,Data Science,Coursera
3822,DevOps on AWS,https://www.coursera.org/specializations/aws-devops,TRUE,50,40,Intermediate,Data Science,Coursera
3823,Mathematics for Machine Learning,https://www.coursera.org/specializations/mathematics-machine-learning,TRUE,112.5,90,Beginner,Web Development,Coursera
3824,Certified in Cybersecurity,https://www.coursera.org/specializations/certified-in-cybersecurity,TRUE,112.5,90,Beginner,Web Development,Coursera
3825,"Start the UX Design Process: Empathize, Define, and Ideate",https://www.coursera.org/learn/start-ux-design-process,TRUE,6.25,5,Beginner,Web Development,Coursera
3826,Connected Leadership,https://www.coursera.org/learn/connected-leadership,TRUE,50,40,Beginner,Business Finance,Coursera
3827,"Unsupervised Learning, Recommenders, Reinforcement Learning",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,TRUE,6.25,5,Beginner,Data Science,Coursera
3828,Supply Chain Management,https://www.coursera.org/specializations/supply-chain-management,TRUE,112.5,90,Beginner,Business Finance,Coursera
3830,Reinforcement Learning,https://www.coursera.org/specializations/reinforcement-learning,TRUE,112.5,90,Intermediate,Data Science,Coursera
3831,Tableau Business Intelligence Analyst,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,TRUE,112.5,90,Beginner,Data Science,Coursera
3832,Process Data from Dirty to Clean,https://www.coursera.org/learn/process-data,TRUE,50,40,Beginner,Data Science,Coursera
3833,Generative Adversarial Networks (GANs),https://www.coursera.org/specializations/generative-adversarial-networks-gans,TRUE,50,40,Intermediate,Data Science,Coursera
3834,Improve Your English Communication Skills,https://www.coursera.org/specializations/improve-english,TRUE,112.5,90,Beginner,Business Finance,Coursera
3835,Agile Project Management,https://www.coursera.org/learn/agile-project-management,TRUE,6.25,5,Beginner,Business Finance,Coursera
3836,Security Analyst Fundamentals,https://www.coursera.org/specializations/security-analyst-fundamentals,TRUE,112.5,90,Beginner,Web Development,Coursera
3837,Data Science,https://www.coursera.org/specializations/jhu-data-science,TRUE,112.5,90,Beginner,Data Science,Coursera
3838,Google Marketing Digital e E-Commerce,https://www.coursera.org/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce,TRUE,112.5,90,Beginner,Business Finance,Coursera
3839,Meta Marketing Analytics,https://www.coursera.org/professional-certificates/facebook-marketing-analytics,TRUE,112.5,90,Beginner,Business Finance,Coursera
3840,"NoSQL, Big Data, and Spark Foundations",https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,TRUE,112.5,90,Beginner,Data Science,Coursera
3841,Accelerated Computer Science Fundamentals,https://www.coursera.org/specializations/cs-fundamentals,TRUE,50,40,Intermediate,Data Science,Coursera
3842,Regulatory Compliance,https://www.coursera.org/specializations/regulatory-compliance,TRUE,112.5,90,Intermediate,Business Finance,Coursera
3843,AI Product Management,https://www.coursera.org/specializations/ai-product-management-duke,TRUE,112.5,90,Beginner,Business Finance,Coursera
3844,Introduction to Programming with Python and Java,https://www.coursera.org/specializations/programming-python-java,TRUE,112.5,90,Beginner,Data Science,Coursera
3845,Mergers and Acquisitions,https://www.coursera.org/specializations/mergersandacquisitions,TRUE,112.5,90,Intermediate,Business Finance,Coursera
3846,Operating Systems and You: Becoming a Power User,https://www.coursera.org/learn/os-power-user,TRUE,50,40,Beginner,Web Development,Coursera
3847,Data Science: Foundations using R,https://www.coursera.org/specializations/data-science-foundations-r,TRUE,112.5,90,Beginner,Data Science,Coursera
3848,Achieving Personal and Professional Success,https://www.coursera.org/specializations/wharton-success,TRUE,112.5,90,Beginner,Business Finance,Coursera
3849,Artificial Intelligence in Marketing,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,TRUE,6.25,5,Beginner,Data Science,Coursera
